id	text	url
1.46472E+18	"I totally get anxiety going to the mall now.

Also the guy wearing ""obey Jesus hat"" ""Fear God sweater "" arguing with people wearing masks and covid is fake... such scared me the most. He was like waiting for security to kick him out to cause a scene."	https://twitter.com/h24news_ie/status/1464722348213514244
1.46472E+18	Tracking COVID-19 variant Omicron - #Map and #DataTable  https://t.co/HBZXOmZ4QA	https://twitter.com/h24news_ie/status/1464722286083448832
1.46472E+18	"After deadliest year in half a century, Sask. on track for higher deaths https://t.co/mU9sz9v8aV"	https://twitter.com/h24news_ie/status/1464722264704921612
1.46472E+18	@DrJacobsRad Honest question. Are there more staffed ICU units in eg Ontario now than there were before Covid hit? Just curious.	https://twitter.com/h24news_ie/status/1464722261517111301
1.46472E+18	New York declares covid state of emergency as Gov. Hochul warns that omicron variant ‘is coming’ https://t.co/aendHghmyP	https://twitter.com/h24news_ie/status/1464722103865942027
1.46472E+18	"Germany, Italy, U.K. Confirm Cases of Covid Omicron Variant https://t.co/7gUqhVsfDf via @YouTube  and here we go…..Again!  Get vaxxed and stay at home!  Wear a mask.  Wash your hands. Good grief…."	https://twitter.com/h24news_ie/status/1464722028091650054
1.46472E+18	@LewisHussey1 @kgc73c @DamienJames09 @trvrb It also significantly decreases the likelihood of getting and consequently spreading covid. Which should be at the top of the list of reasons.	https://twitter.com/h24news_ie/status/1464721979286687748
1.46472E+18	We hit another COVID milestone this week.  Active cases at the start of the week - 5000. End of the week 5017.  Putting the R value essentially at 1.  The fourth wave has ended and the 5th wave starts anytime now.	https://twitter.com/h24news_ie/status/1464721893320114176
1.46472E+18	"It is past time for Canada to directly support #TRIPsWaiver, push pharma firms to engage in tech transfer, &amp; to put COVID-19 vaccines on Schedule 1 so that they can be accessed under Canada’s Access to Medicines Regime. Our procrastination is part of the problem. https://t.co/jVJnZ3ZIrQ"	https://twitter.com/h24news_ie/status/1464721886852624397
1.46472E+18	@Dsmgatekpr @wesbury Or people not following basic protections like masks or refusing to get vaccinated. USA is one of the worst performers when it comes to Covid management.  Terrible for the families.	https://twitter.com/h24news_ie/status/1464721829810028550
1.46472E+18	"@AIustitiae And Ivermectin is as approved as Remdesivir according to the CDChttps://www.covid19treatmentguidelines.nih.gov/tables/table-2e/ 
The hospitals make $125.00 when treating covid with ivermectin, they make $3200.00 from Remdesivir treatment.They also get bonuses for covid diagnosis"	https://twitter.com/h24news_ie/status/1464721819353628687
1.46472E+18	@JesseKellyDC What the F is going on in this thread?? Mind blown!!!  Using the minuscule threat of long Covid to justify the damage these vaccines are doing?  Normalizing the damage by chit chatting about post-vax guidelines? Is this where we are?	https://twitter.com/h24news_ie/status/1464721794179424259
1.46472E+18	"Ahhh yes, that point of the day where I question if this cough is:
▪️ Covid
▪️ Dry AF Radiator Heated House Cough
▪️ Supernatural Cough from the Ether."	https://twitter.com/h24news_ie/status/1464721755239587844
1.46472E+18	"@MariahBumstead @Mikeggibbs Yes, proving that Covid is airborne."	https://twitter.com/h24news_ie/status/1464721738768474115
1.46472E+18	"B.C. health officials report 341 new COVID cases, issue statement At this time, there is no evidence that this variant has been introduced into British Columbia,” the statement said. “The BC Centre for Disease Control’s public health lab"	https://twitter.com/h24news_ie/status/1464721414502629384
1.46472E+18	"I know everyone thinks the new COVID variant's name sounds like a Transformer, but the first thing I thought of when reading the new was... Omicron Persei 8..."	https://twitter.com/h24news_ie/status/1464721348182392840
1.46472E+18	Wish I was expecting you to walk in the door. 😑❤My husband died December 1st of last yr. He was struck down by covid so please mask up and get vaxxed. #COVID19 #mask up.😑 This is all 2 real. https://t.co/LNejyQvDbc	https://twitter.com/h24news_ie/status/1464721288040116224
1.46472E+18	COVID-19 cases and classroom closures at Mississauga and Brampton schools: Nov. 21 to 27 https://t.co/XpGoErrC2w	https://twitter.com/h24news_ie/status/1464721207320846343
1.46472E+18	COVID-19 cases and classroom closures at Mississauga and Brampton schools: Nov. 21 to 27 https://t.co/0rzuFV15q5	https://twitter.com/h24news_ie/status/1464721200098287622
1.46472E+18	Great illustration of how airborne COVID behaves and why ventilation is key. https://t.co/EbTpHovbKU	https://twitter.com/h24news_ie/status/1464721175016185857
1.46472E+18	"@LarryPart10 @triz0306 @WHO What is this supposed to change? 
You can still get Covid with a vaccination . The variations mutate within people who are not vaccinated, since that is where they have the most time.

Each vaccination is different, why do we get a new flu shot each year? Because it mutates."	https://twitter.com/h24news_ie/status/1464721107307667471
1.46472E+18	"@Reuters_Health When will this story end? 
I wonder if we will have the quiet life we had before this COVID and all these variants that appear from nowhere 

I hope we can leave a better world or make the effort to preserve what's left of this world for our future generations to come"	https://twitter.com/h24news_ie/status/1464721063410114565
1.46472E+18	@3rdPeriodSuits I think if you look at Canucks record post covid it’s pretty clear and I think someone should talk to Brandon Sutter  I am sure he can open a few eyes… definitely not enough people realizing how bad the effects of covid are	https://twitter.com/h24news_ie/status/1464720984057909252
1.46472E+18	Canada will be producing more oil and gas in 2050 than they were before covid. We are climate villains.	https://twitter.com/h24news_ie/status/1464720913346277376
1.46472E+18	"@MISSION2210 @JoeShedler @leaffan3491 If anything you can’t fault Dubas for trying to learn. Last year we need grit and experience, Covid added an extra bump and so u see reclamation projects but Jumbo and Galch weren’t gonna be those playoff types to get you over...now Kampf, Kase and Bunting start to fit that mould"	https://twitter.com/h24news_ie/status/1464720842898780167
1.46472E+18	@PEP4UM @pacortez16 @DrEricDing I read there were more deliveries on the way. Plus there were some talks of Rwanda and Senegal will host Africa's first COVID-19 vaccine plant.	https://twitter.com/h24news_ie/status/1464720676208746501
1.46472E+18	"@VoiceOfFranky Here’s one of the main points, after explaining how little is actually known about the risks in those under 12. 

https://t.co/WVVP9R5rZB https://t.co/wlHSkfeKQu"	https://twitter.com/h24news_ie/status/1464720593048244230
1.46472E+18	"Who agrees with me Doug Ford has to give us our 3rd dose NOW?

Before he was blaming PMJT for vaccine.He'd drive in his pick ⬆️ 🚚  to America to get us vaccines 

This man is full of evilness in him and responsible for any health damages done to us from COVID 

#VoteFordOut2022"	https://twitter.com/h24news_ie/status/1464720274604101642
1.46472E+18	@AIustitiae Hospital's are being bribed to prescribe the drug that is killing our loved ones. The likely haven't researched Remdesivir which is negligence. CMS is paying out a 20% bonus for choosing Remdesivir. See for yourselves https://t.co/admItkmSuD https://t.co/6eNaLtukJo	https://twitter.com/h24news_ie/status/1464720230769467392
1.46472E+18	"There's quite a few influential / effective groups in the COVID conspiracy scene that have very little on them.

Action4Canada is doing a lawsuit against B.C. which it raised &gt;$100,000 for, made some of the most widely used ""liability notices,"" but only has like one real expose."	https://twitter.com/h24news_ie/status/1464720209227485191
1.46472E+18	@AdvisableTruck @more2mm @MDilemna @michael_house9 @EffieGib I would be way more concerned about fools like this. https://t.co/WO2ooF8iXr	https://twitter.com/h24news_ie/status/1464720177472360456
1.46472E+18	"It's clear the Omicron nonsense is to cover up that Africa has the lowest Covid rate, probably as a result of their low vaccination rate https://t.co/yqWoOqeJQR"	https://twitter.com/h24news_ie/status/1464720077509513228
1.46472E+18	Caught a break on this one. A reminder to always have dry powder on the side to buy a covid causing dip in the market.  https://t.co/cPtbtVP3sN	https://twitter.com/h24news_ie/status/1464720025009508360
1.46472E+18	Covid Collection - 52 https://t.co/bKYTzu2pvV	https://twitter.com/h24news_ie/status/1464719787431452672
1.46472E+18	Just today i read that bryan adams fully vaxed has tested pos.2x for covid.just an example.	https://twitter.com/h24news_ie/status/1464719721601716225
1.46472E+18	"@laloalcaraz The Pfizer-BioNTech vaccine was developed in Germany. Moderna's was designed in 2 days. Like when the fomer guy claimed credit for no commercial passenger jet crashes in 2017 anywhere in the world.
https://t.co/mvKHTagGnr"	https://twitter.com/h24news_ie/status/1464719658439766018
1.46472E+18	"5. ""The pharmacy companies are crooks. I heard Pfizer sabotaged Astra Zeneca.""

Honestly, I don't even know how to fight. Best defense would be of regulatory process (but see 5). Need much info on role of independent researchers, scale of global collaboration."	https://twitter.com/h24news_ie/status/1464719646158852101
1.46472E+18	"I hope questions about the vaccination program are being seriously asked and examined. Seems those allowed to fly are the jabbed and the jabbed are causing spread
Dutch: Some of the 61 COVID-19 cases from South Africa flights are new variant | Toronto Sun https://t.co/kdUjMdPKQo"	https://twitter.com/h24news_ie/status/1464719460959457287
1.46472E+18	We need more politicians standing up for our rights not taking them away like #Covid #Fascists @jjhorgan @adriandix #bcpoli #cdnpoli &gt;&gt;  RAW VIDEO: AZ AG Mark Brnovich asks reporter about their STD status afte... https://t.co/Sdh4BFj5QK #CovidFascism	https://twitter.com/h24news_ie/status/1464719437102157824
1.46472E+18	What we know about the new Covid-19 variant. (World Economic Forum) #CoronaVirus #COVIDー19 #COVID19 #CoronaVirusOutbreak #CoronaVirusPandemic https://t.co/aSx86XPwgU	https://twitter.com/h24news_ie/status/1464719431175573507
1.46472E+18	@sonnyeclipse71 @CharlesForRealz Get a covid test &lt;3	https://twitter.com/h24news_ie/status/1464719423781183494
1.46472E+18	Omicron. Moderna is on it! 🙂 https://t.co/KHjxcyh7Gz	https://twitter.com/h24news_ie/status/1464719269879586818
1.46472E+18	"@JaredWeissNBA @JLew1050 If one player is ""Illness (Non-COVID)"" and the other is just illness does that mean we just don't know if it's COVID related?"	https://twitter.com/h24news_ie/status/1464719010201808899
1.46472E+18	Ottawa COVID-19 cases: Ontario reports 44 new infections in city https://t.co/2MftxTiDvN	https://twitter.com/h24news_ie/status/1464718989926486022
1.46472E+18	Symptomatic COVID-19 testing should be free and readily accessible to all Ontarians - but it does not belong in drug stores. Sign the petition calling on Doug Ford to keep our pharmarcies safe. #ONPoli https://t.co/E3vQAbSdhG via @leadnowca	https://twitter.com/h24news_ie/status/1464718957362003979
1.46472E+18	"Me: wanting to do some travel plans
Omicron variant (and COVID overall for that matter): hold my beer"	https://twitter.com/h24news_ie/status/1464718782752968707
1.46472E+18	Today years old when I finally figured out black Friday sales are as fake as covid.  All hype no substance.	https://twitter.com/h24news_ie/status/1464718704873246726
1.46472E+18	@MDilemna @more2mm @GableSteven @michael_house9 @EffieGib This slightly about normal rate is being investigated. You seem to feel it's vaccine related no? Why does your cognitive bias take you there? Have you considered it's COVID-19 related? Or maybe something completely else? You're lacking in critical thinking. You have no facts.	https://twitter.com/h24news_ie/status/1464718636958957569
1.46472E+18	"@MDNOShaughnessy Sure, but then they shouldn't have allowed the Covid-19 unsafe workplaces to stay open either, right? ""Pay people to stay home because the workplaces are unsafe BUT keep all the workplaces open"" had to be the worst option on the table"	https://twitter.com/h24news_ie/status/1464718626737598468
1.46472E+18	@cjartandcraft @JasminGar2005 We make struggles and decisions daily that exclude friends that are having seasonal colds so that it doesn’t turn out to be Covid or a flu or a variant etc.   Life is really bent out of shape	https://twitter.com/h24news_ie/status/1464718623738671110
1.46472E+18	‘South Park: Post Covid’ Special Kills Off Kenny For Good… In The Future https://t.co/tls13QIZhw	https://twitter.com/h24news_ie/status/1464718504045817857
1.46472E+18	Please please please Big Pharma Pfizer can I please get a shot of your Va$$ine of the day. I am so damn scared of the latest VOC. Jab me baby with your jungle juice.	https://twitter.com/h24news_ie/status/1464718475432239113
1.46472E+18	"[ SELENA'S  CHILDRENS BOOK 2 ]
In the same boat of bloody Covid shots.
but I smile to myself twice in this encounter
at least past Satan's advice has returned  
as I begin to roost,and go or now have not a care in the world of pretend or avians ,reality."	https://twitter.com/h24news_ie/status/1464718364757032963
1.46472E+18	"@AmitAryaMD @nkootnikoff How about we throw the entire kitchen sink at COVID … As in all of it … Globally

Stay well Friend

#abpoli #cdnpoli #Omnicron #COVID19"	https://twitter.com/h24news_ie/status/1464718200872988674
1.46472E+18	"@Nash076 The people who refuse to wear masks or vaccinate are the same ones who beg for the vaccine on their death bed as they're dying from Covid.

It's very simple: they don't even understand what's going on. Or refuse to listen to experts who explain it."	https://twitter.com/h24news_ie/status/1464718123832127495
1.46472E+18	Recording fake covid video to keep people scared. https://t.co/Pv1zrRo2ss	https://twitter.com/h24news_ie/status/1464718061085151235
1.46472E+18	@sjh_canada @CTVNews Article has nothing to do with covid yet you still feel the need to mention it	https://twitter.com/h24news_ie/status/1464718042231984131
1.46472E+18	"Good. I hope this is the end game. Essentially a variant that's more virulent but not severe, effectively, relegating Covid into a flu like disease. https://t.co/LQOrhzD0bg"	https://twitter.com/h24news_ie/status/1464718009277239297
1.46472E+18	Questions are being asked and rightly so. Big money Mackie CMOH for London hasn’t been heard from or seen since before his administrative leave. Did the jab get him before his profiteering? Surely another covid coverup can’t be in the offing? #onpoli #wearelivingalie https://t.co/Ys3TqjkZxm	https://twitter.com/h24news_ie/status/1464717965606199302
1.46472E+18	"@drandrewb Just returned from Africa - the poverty, lack of health care and their desperation boggles the mind - the $5 I gave a kid for a souvenir will feed his family for the day - we must do more to help them receive covid vaccines @CanadianPM @fordnation @uoftmedicine @SickKidsNews"	https://twitter.com/h24news_ie/status/1464717924434853890
1.46472E+18	@krismeloche Covid likes this! 🦠	https://twitter.com/h24news_ie/status/1464717924074242052
1.46472E+18	"Has anyone been tested for any covid variant? It's always the same test right? Funny how the test can pick up all the new variants, but the warp speed billion dollar vaccine fails to protect your from them."	https://twitter.com/h24news_ie/status/1464717888133025795
1.46472E+18	"@chrisalecanada It is also immaterial.  If someone shoots and kills me with a gun made in Russia or a gun made in Canada, I am not any less dead.  Same with Covid."	https://twitter.com/h24news_ie/status/1464717885251543041
1.46472E+18	New Covid variant: Javid says UK must act quickly over public health risk https://t.co/YTVfaYCIxn	https://twitter.com/h24news_ie/status/1464717868566814729
1.46472E+18	What is the omicron variant and other questions about the new covid-19 strain detected in South Africa - The Washington Post https://t.co/uC2jpD5bI8	https://twitter.com/h24news_ie/status/1464717742347587592
1.46472E+18	"Keep talking about gas prices because I'm sick of hearing about COVID.

#COVID19 #covidvariant https://t.co/dS1gTvso8D"	https://twitter.com/h24news_ie/status/1464717604715704330
1.46472E+18	"@laki1973 @pammilbak @drdagly You would go to your GP. The way your comment reads is that you might as well ask your plumber about COVID. 

He has posted about how COVID is treated."	https://twitter.com/h24news_ie/status/1464717596738002948
1.46472E+18	Vacay in Curacao coming to an end. Snowing at home so trying to enjoy it but hearing about Covid variant while you’re away and travel bans is unsettling. Just want to get home now. Miss my puppers https://t.co/sov2Bqx16U	https://twitter.com/h24news_ie/status/1464717456677773322
1.46472E+18	@ChrissyDawnVee I’m still in my PJ’s. Seems to be my COVID stay at home dress code. I bought nighties that can pass as a summer dress. Guess I’m trying to justify not getting dressed. I have had an internal convo suggesting to myself I should put some effort in getting dressed &amp;a touch of 💄	https://twitter.com/h24news_ie/status/1464717424431878156
1.46472E+18	@dwmoskowitz @doug_mi @groovyfarmhouse @RepThomasMassie That's where addition of (preferably nano formulated) Curcumin can help with it's unique ability to prevent clots. Please do study on Qct+Cur combined treatment for which I strongly believe is the complete therapy for COVID and vacc side effects	https://twitter.com/h24news_ie/status/1464717380500824072
1.46472E+18	"Portuguese club Belenenses started a match against Benfica with just nine players after an outbreak of coronavirus in its squad on Saturday.
https://t.co/xftl0towA5"	https://twitter.com/h24news_ie/status/1464717316139233288
1.46472E+18	"@piet457 @RoeBudd Where did I say I was anti vaxx?  Where did I dispute the claims in that slide?

The COVID jabs are not vaccines.  If they were, Gibraltar wouldn't be locking down now.

Just go away now.  I'm growing tired of your nonsense."	https://twitter.com/h24news_ie/status/1464717289819889665
1.46472E+18	"Some of us have been seeing this for quite some time before covid, but yeah covid made it undeniably clear  for sure. https://t.co/hSxk1VBAQW"	https://twitter.com/h24news_ie/status/1464717284921024513
1.46472E+18	"Explains the 3 types of covid vaccines and how they work... interesting to note only China, India and possibly Russia use the traditional method of vaccine production( about 35 to 40 min in )...food for thought!!!
Dangers of mRNA ... like playing roulette

https://t.co/pKWJSXoIIT"	https://twitter.com/h24news_ie/status/1464717251555340292
1.46472E+18	"Just booked my Covid booster shot. It’s available so I decided to do it. However, I would be happy to give it up to folks in developing countries. As a matter of fact, I’d prefer to do that."	https://twitter.com/h24news_ie/status/1464717141039529985
1.46472E+18	"so jordan’s boss and account manager have covid. jordan gets a ride with the boss’ son. i’m going to be so mad if we get covid… like BRUH, i barely leave the house, wash my hands religiously and always wear a mask 🙃"	https://twitter.com/h24news_ie/status/1464717137977638913
1.46472E+18	Dalhousie University project tackling vaccine hesitancy among youth | CBC News https://t.co/kaeRj01bmN	https://twitter.com/h24news_ie/status/1464717110718959625
1.46472E+18	"@AIustitiae It goes much deeper. David Martin, an expert in patents.  Canada has a part in this as well, the patent for the lipo nano particals was owned by Acuitas pharma, in Vancouver Moderna negotiated for the use of these &amp; our Cdn govmt is also making $ from them https://t.co/236hKn0dkV"	https://twitter.com/h24news_ie/status/1464716997661536276
1.46472E+18	"#BC #COVID19vaccines Adverse Health Reactions to Nov. 13th  
▶️5,639 AHR's
▶️321 Serious; 4,110 Non-serious AH's
▶️16 deaths;138 Blood clot events 
▶️231 Hospitalizations; 146 cases of myocarditis/pericarditis
▶️80%⬆️in cases since vaccines started 173+K
https://t.co/OBR7gwgFxQ https://t.co/zhDW4ryrUi"	https://twitter.com/h24news_ie/status/1464716989570637831
1.46472E+18	"""The case shed light on the battle over mandatory jabs at work"" https://t.co/NhXQROEYa6"	https://twitter.com/h24news_ie/status/1464716923455913984
1.46472E+18	"@christieTOA COVID is out of control in Kingston. As of tonight, gatherings in homes are limited to a max. of 10, including residents. Host must collect names and contact info. and share them with health unit if requested. Irresponsible behaviour this fall has led us to this crisis point."	https://twitter.com/h24news_ie/status/1464716866518241282
1.46472E+18	"@HippieLiberal1 Full ""covid"" control = Socialism.  Austria is a fine example.  
HOPING THE PEOPLE CONTINUE TO RALLY AGAINST THIS DEMONIC AGENDA"	https://twitter.com/h24news_ie/status/1464716854811709443
1.46472E+18	"Hong Kong confirms two cases of virulent new #COVID19 #variant, one of which travelled from *Canada*. #Omicron https://t.co/j7tfDKZDnc"	https://twitter.com/h24news_ie/status/1464716738721894408
1.46472E+18	"One of the trades I work with had his Covid app go off Thursday. He took his family in for testing and while he tested negative, his wife tested positive. She's now in isolation. Their GP has told him he can go back to work without being retested. Does this make sense to anyone?"	https://twitter.com/h24news_ie/status/1464716692886597634
1.46472E+18	"A professional medical call for an end to mandates.
Very good clip of a doctor calling for professional obligations of medical practitioners to override loyalty to, protection of, and reliance on drug industry funding. 
#cdnpoli +hey #Australia! #Austria!
https://t.co/vDoOVSQTLu"	https://twitter.com/h24news_ie/status/1464716652193333252
1.46472E+18	"▶️Dec.15th, 2020 @BCCDC @bcndp government reported 668 #COVID19 deaths in #BC
▶️On Nov.26th #BCgovernment reported ‼️2,322 COVID19 deaths⁉️ 
▶️71%⬆️in #COVID19 deaths (1,654) since #COVID19vaccines started in BC
▶️80%⬆️in cases since vaccines started 173K+
https://t.co/GaGviWPf7j https://t.co/FDc7zLHuuV"	https://twitter.com/h24news_ie/status/1464716628659257348
1.46472E+18	@CTVNews With health condition wouldn't have to worry about getting sick and maybe dying please everybody go get your shots so we can make covid-19 and the mutations a thing of the past and everybody can start to go see eachother and travel and go to sports events and stuff.	https://twitter.com/h24news_ie/status/1464716621386240007
1.46472E+18	"@Elise_ekd @JBradshaw01 Interested in why she is doing that. Is this a real education—hearing what the teacher has to say and interacting with other students’ ideas, or is it just learning content and accumulating credits. I fear that through Covid we have lost track of what education is.😳"	https://twitter.com/h24news_ie/status/1464716615719788567
1.46438E+18	"'Alberta public health officials reported 356 new COVID-19 cases and three new deaths Friday...'

https://t.co/BEZsmAKtPh"	https://twitter.com/h24news_ie/status/1464383406654070784
1.46438E+18	@billf1229 @1in5advocacy @Moms4EDFreedom @OpenschoolsUS @DeAngelisCorey We also have no idea the long term effects of having Covid either ;)	https://twitter.com/h24news_ie/status/1464383396562587653
1.46438E+18	@Jimster4801 @roadkingrider12 @SexCounseling Literally not happening. There have been exactly zero excess death attributed to the Covid vaccines. ZERO. Not one. Whereas there have been 5 million Seth from the virus. And millions more in icus. But continue your delusions. #mentallyill	https://twitter.com/h24news_ie/status/1464383381831970818
1.46438E+18	https://t.co/iVgTqeGxIH: VIDEO: Local kids get COVID-19 vaccine [https://t.co/t7Qs3mfi9J] #TBay #ThunderBay	https://twitter.com/h24news_ie/status/1464383379374227462
1.46438E+18	@Suzierizzo1 We do all of this in Ontario Canada. Mandated until March 28th. I used hand sanitizer prior to COVID but not to the extent as now. Am immune compromised so common sense to take precautions. And of course fully vaccinated.	https://twitter.com/h24news_ie/status/1464383357572239363
1.46438E+18	@lisakirbie @HopeAldridge For me it’s the huge disregard for the fact that for many wfh means we work more and are there for our other responsibilities. Covid has been terrible but wfh has been amazing for me with two special needs kids.	https://twitter.com/h24news_ie/status/1464383354523037698
1.46438E+18	Before folk go on waffling about how the covid vaccine is causing young athletes to drop like shots they should check the upwards trends over the past 30-years AND recognise some vital truths. https://t.co/qEbKOE3xI8	https://twitter.com/h24news_ie/status/1464383332351832071
1.46438E+18	@Billius27 Wouldn't it  be wiser to wait for Moderna/Pfizer to tweak the vacine before we vaccinate kids and push boosters?	https://twitter.com/h24news_ie/status/1464383321933324288
1.46438E+18	"Much relieved!  This was much faster than any previous travel restrictions, and am grateful in this moment.

Canada enacts travel restrictions for southern Africa in light of new COVID-19 variant - National | https://t.co/zOR9rZovuq https://t.co/eaXudBPJh4"	https://twitter.com/h24news_ie/status/1464383233978613763
1.46438E+18	@Charlie_6112 @CarsonBabich @TorontoStar No specialist would ever say don’t get vaccinated or get vaccinated. They would Kay out the facts and let the patient decide whether they want to play Russian roulette. If your assessment does not INCLUDE the risk to those around you..you are once again a selfish covid idiot.	https://twitter.com/h24news_ie/status/1464383220510691331
1.46438E+18	"Yesterday's Conspiracy Is Today's Medical Journal Headline: NEJM Explains How COVID Vaccines May Produce Spike Proteins that Lead to Myocarditis https://t.co/Nzcums480o 
Engineers would know obstructions would cause clots in the bloodstream. Nice to see doctors catching up,"	https://twitter.com/h24news_ie/status/1464383195894501380
1.46438E+18	@kprather88 @WHO @DrMikeRyan @DrTedros @doctorsoumya All covid and co. are airborne they always have been 🤦🏼‍♀️ cmon @mvankerkhove we need to hear the words so we can all be safer … this is your job to promote precautionary principle for deadly uncertainty with new variants  ;which is why you labelled this a VOC right?	https://twitter.com/h24news_ie/status/1464383112390004745
1.46438E+18	@FuzzyWuzzyTO I fear you are correct. I will spend the rest of what is left of my life stuck in the never ending loop that is Covid.	https://twitter.com/h24news_ie/status/1464383106186715138
1.46438E+18	COVID: The definitive edition lol	https://twitter.com/h24news_ie/status/1464383100297879555
1.46438E+18	"@anacernov @sailorrooscout If these covid shots work why do the vaccinated still have to wear masks and distance....how can 10 Ottawa Senator hockey players come down with the very disease they're supposed to be vaccinated against.  Doesn't sound to me like an effective vaccine, quite the opposite."	https://twitter.com/h24news_ie/status/1464383034359173123
1.46438E+18	"@mattdagley Big nope.  I don’t think I can deal with wearing a mask that long to get on a plane.  Honestly, even before COVID, my desire to travel was almost nil.  Flying is so much of a hassle."	https://twitter.com/h24news_ie/status/1464383012485873666
1.46438E+18	@DaaSInsights @CDCgov we are getting better at treating Covid?	https://twitter.com/h24news_ie/status/1464382968902742023
1.46438E+18	"If a fully vaccinated person tests positive for Covid-19 and can spread it, why is there ""vaccine passports""?"	https://twitter.com/h24news_ie/status/1464382875432747008
1.46438E+18	"COVID Misinformation Is Running Rampant Online, and It’s Worse in Spanish https://t.co/zOe2CiCE8A via @viceworldnews"	https://twitter.com/h24news_ie/status/1464382840829886470
1.46438E+18	"JUST IN: British Columbia reported 341 new COVID-19 cases on Friday, along with six more deaths as officials responded to an emerging variant of concern.

https://t.co/rzDDRzMpft"	https://twitter.com/h24news_ie/status/1464382785133727751
1.46438E+18	"JUST IN: British Columbia reported 341 new COVID-19 cases on Friday, along with six more deaths as officials responded to an emerging variant of concern.

https://t.co/LQIowu0rOj"	https://twitter.com/h24news_ie/status/1464382767882543104
1.46438E+18	@theprovince Is there a covid refund option ?	https://twitter.com/h24news_ie/status/1464382744163610627
1.46438E+18	"'Saskatchewan reported 108 new cases of COVID-19 on Friday, along with the death of another person who had the disease.

Almost one-third of the 108 cases was in children under the age of 12, according to the province's dashboard...'

https://t.co/YGswL9iBLR"	https://twitter.com/h24news_ie/status/1464382685284024329
1.46438E+18	"@BNODesk Pfizer and Moderna issued Press Releases
They are studying the effectiveness of the current vaccines vs. Omicron
So are other scientists  
https://t.co/23GrOXm9Fb"	https://twitter.com/h24news_ie/status/1464382660306866177
1.46438E+18	"Also, note the headline, they are grooming people to fear and despise the ""immunocompromised"", those who suffer illness. Bourge medical science, medical science for profit in this world run by imperialists, is a nightmare world.  https://t.co/JEUPlnLuzm https://t.co/M5JrcbmSCv"	https://twitter.com/h24news_ie/status/1464382635283673090
1.46438E+18	@PeterYesm8 @fitterhappierAJ I have been saying from the beginning that Covid is here to stay ever since countries did not lock down and allowed it to spread worldwide. The world population is now just a huge petri dish for new variants to mutate and evolve. How long before a super killer appears?.	https://twitter.com/h24news_ie/status/1464382597388111873
1.46438E+18	Toronto Police Officers will be patrolling near COVID-19 vaccination sites as Toronto kids and their families attend appointments over the coming days.Their safety is of utmost importance and interference or obstruction will not be tolerated. Charges will be laid if warranted.	https://twitter.com/h24news_ie/status/1464382583324688387
1.46438E+18	"@OrwellianTimes The vaccines are safe for children. The risks of COVID-19 even to children are much higher than the vaccine. Getting children vaccinated protects them directly and is another important layer of protection against this virus, and helps others by limiting the spread of COVID-19."	https://twitter.com/h24news_ie/status/1464382504924680193
